ID,Tipo,SKU,Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Fecha en que empieza el precio rebajado","Fecha en que termina el precio de oferta","Estado del impuesto","Clase de impuesto","¿En inventario?",Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","Vendido Individualmente?","Peso (kg)","Longitud (cm)","Ancho (cm)","Altura (cm)","¿Permitir reseñas de clientes?","Notas de la compra","Precio de oferta","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1"
5420,variable,43283,"Auriculares Noga NG-BTWINS 2",1,0,visible,"Los Auriculares NG-BTWINS2 poseen tecnología TWS (True Wireless Stereo) que te brindan un Audio de Alta Resolución y con la ventaja de que pueden ser usados por 2 personas (1 Auricular cada uno).
La tecnología TWS consiste en que cada Auricular recibe la misma mezcla de sonido y funcionan siempre uno vinculado con el otro (Maestro-Esclavo).","Todo lo que necesitas saber sobre este producto.

Los Auriculares NG-BTWINS2 poseen tecnología TWS (True Wireless Stereo) que te brindan un Audio de Alta Resolución y con la ventaja de que pueden ser usados por 2 personas (1 Auricular cada uno).
La tecnología TWS consiste en que cada Auricular recibe la misma mezcla de sonido y funcionan siempre uno vinculado con el otro (Maestro-Esclavo).
Un Auricular usado en forma individual tiene un alcance de hasta 12 metros y un oyente con ambos Auriculares podrá disfrutar de un sonido envolvente de nueva generación.
Cuentan con Sistema de Manos Libres para recepción de llamadas de tu Smartphone.
Brindan total libertad de movimiento y comodidad, tanto en tu hogar como en exteriores.
<strong>Marca :</strong> Noganet
<ul>
 	<li>Modelo :NG-BTWINS 2</li>
 	<li>Auriculares con Tecnología TWS (True Wireless Stereo)</li>
 	<li>High Resolution Audio con Tecnología CVC6.0 con cancelación de ruido</li>
 	<li>Tecnología Inalámbrica versión 4.2 + EDR</li>
 	<li>Recepción Inalámbrica con alcance de hasta 10 metros el par y hasta 12 metros en forma individual</li>
 	<li>Botón Multifunción: Control de Volumen, Play/Pause, Anterior/Siguiente y Recepción de Llamadas en ambos Auriculares</li>
 	<li>Micrófono incorporado de Alta Calidad en Auricular derecho (Maestro)</li>
 	<li>Atiende llamadas por Sistema de Manos Libres</li>
 	<li>Presentación en un elegante Estuche/Cargador con capacidad de 450mAh</li>
 	<li>Funcionan con Batería de 55 mAh en cada Auricular</li>
 	<li>Tiempo de carga: 1 a 2 horas</li>
 	<li>Incluyen cable USB a mini USB para recarga de Batería</li>
</ul>
<strong>MODELO: NG-BTWINS 2</strong>
<strong>CODIGO: 43283</strong>",,,taxable,,1,3,,0,0,,,,,0,,,,"Audio, Hogar, Tecnología","Auriculares, Auriculares Bluetooth, Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/05/Auriculares-NG-BTWINS2-Blancos.jpg,,,,,,,,,0,color,"Blanco, Negro",1,1
5423,variable,"V44082 - V44083 - V44084","Micro SD Verbatim",1,0,visible,"<ul>
 	<li>Clase de velocidad de video V10 - admite la grabación en Full HD (1080p</li>
 	<li>Interfaz UHS-I, con velocidad U1</li>
 	<li>Velocidad de lectura de hasta 80 MB/s</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Clase de velocidad de video V10 - admite la grabación en Full HD (1080p</li>
 	<li>Interfaz UHS-I, con velocidad U1</li>
 	<li>Velocidad de lectura de hasta 80 MB/s</li>
 	<li>Ideal para usar con la consola de juegos Nintendo Switch™ como memoria de almacenamiento extraíble*</li>
 	<li>Resistente al agua, a los golpes y a la temperatura</li>
</ul>
<strong>CODIGO: V44082 - V44083 - V44084</strong>",,,taxable,,1,3,,0,0,,,,,0,,,,Tecnología,"MICRO SD, Tarjeta de memoria",,https://smartpro.com.ar/wp-content/uploads/2021/05/Micro-SD-Verbatim-16.jpg,,,,,,,,,0,Capacidad,"16GB, 32GB, 64GB",1,0
5424,variable,44383,"Reloj Noga NG SB01",1,0,visible,"<ul>
 	<li>Transmisión de datos vía bluetooth</li>
 	<li>Monitoreo de actividad física</li>
 	<li>Memoria: 16kb + 512kb</li>
 	<li>Recarga por conector USB incorporado</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Transmisión de datos vía bluetooth</li>
 	<li>Monitoreo de actividad física</li>
 	<li>Memoria: 16kb + 512kb</li>
 	<li>Recarga por conector USB incorporado</li>
</ul>
<strong>MODELO: NG SB01</strong>
<strong>CODIGO: 44383</strong>",,,taxable,,1,3,,0,0,,,,,0,,,,"Tecnología, Tiempo Libre","Reloj, reloj digital, smart whatch",,https://smartpro.com.ar/wp-content/uploads/2021/05/Reloj-Noga-SB01.jpg,,,,,,,,,0,color,"Celeste, Negro, Rojo",1,1
5426,variable,"V98696 / V98697 / V98698","Pendrive Verbatim Slider USB 2.0",1,0,visible,"<ul class=""ui-vpp-highlighted-specs__features-list"">
 	<li class=""ui-vpp-highlighted-specs__features-list-item ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--REGULAR"">Conectividad USB 2.0.</li>
 	<li class=""ui-vpp-highlighted-specs__features-list-item ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--REGULAR"">Tipo de conector: USB-A.</li>
 	<li class=""ui-vpp-highlighted-specs__features-list-item ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--REGULAR"">Velocidad de lectura de 10MB/s.</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul class=""ui-vpp-highlighted-specs__features-list"">
 	<li class=""ui-vpp-highlighted-specs__features-list-item ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--REGULAR"">Conectividad USB 2.0.</li>
 	<li class=""ui-vpp-highlighted-specs__features-list-item ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--REGULAR"">Tipo de conector: USB-A.</li>
 	<li class=""ui-vpp-highlighted-specs__features-list-item ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--REGULAR"">Velocidad de lectura de 10MB/s.</li>
 	<li class=""ui-vpp-highlighted-specs__features-list-item ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--REGULAR"">Velocidad de escritura de 4MB/s.</li>
 	<li class=""ui-vpp-highlighted-specs__features-list-item ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--REGULAR"">Diseño compacto con conector USB retráctil.</li>
 	<li class=""ui-vpp-highlighted-specs__features-list-item ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--REGULAR"">Recomendado para transferencias de alta velocidad.</li>
 	<li class=""ui-vpp-highlighted-specs__features-list-item ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--REGULAR"">Liviano e ideal para transportar todo tipo de archivos.</li>
</ul>
<strong>MODELO: Slider</strong>
<strong>CODIGO: V98696 / V98697 / V98698</strong>",,,taxable,,1,3,,0,0,,,,,0,,,,Tecnología,"Pen drive",,https://smartpro.com.ar/wp-content/uploads/2021/05/Pendrive-Slider-usb-2.0.jpg,,,,,,,,,0,Capacidad,"16GB, 32GB, 64GB",1,0
5431,simple,V-98711,"Pendrive Verbatim 3.0 Nano",1,0,visible,"<ul>
 	<li>Memoria USB para equipos portátiles, para dejar conectada</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Memoria USB para equipos portátiles, para dejar conectada</li>
 	<li>Diseño simplista para fácil traslado</li>
 	<li>Conectividad USB 3.0 para compartir archivos rápidamente</li>
 	<li>64GB</li>
</ul>
<strong>MODELO: Nano</strong>
<strong>CODIGO: V-98711</strong>

&nbsp;",,,taxable,,1,3,,0,0,,,,,0,,,2500,Tecnología,"Pen drive",,https://smartpro.com.ar/wp-content/uploads/2021/05/Pendrive-Nano-3.0.jpg,,,,,,,,,0,,,,
5432,variable,"V-49063 / V-49064 / V-49065 / V-49071","Pendrive Verbatim Pinstripe",1,0,visible,"<ul>
 	<li>Velocidad de lectura: hasta 12 MB/s</li>
 	<li>Velocidad de escritura: hasta 5 MB/s</li>
 	<li>Puerto USB 2.0, también compatible con USB 3.2 Gen 1</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Velocidad de lectura: hasta 12 MB/s</li>
 	<li>Velocidad de escritura: hasta 5 MB/s</li>
 	<li>Puerto USB 2.0, también compatible con USB 3.2 Gen 1</li>
 	<li>Windows 10, 8, 7</li>
 	<li>Mac OS X 10.4 o superior</li>
 	<li>Peso del producto: 8,6 gramos</li>
 	<li>Dimensiones del producto: 54 x 21 x 9,22 mm (largo x ancho x alto)</li>
</ul>
<strong>MODELO: Pinstripe</strong>
<strong>CODIGO: V-49063 / V-49064 / V-49065 / V-49071</strong>",,,taxable,,1,3,,0,0,,,,,0,,,,Tecnología,"Pen drive",,https://smartpro.com.ar/wp-content/uploads/2021/05/Pendrive-Pinstripe-.jpg,,,,,,,,,0,Capacidad,"16GB, 32GB, 64GB, 128GB",1,0
5433,variable,"V-70041 / V-70366","Pendrive Verbatim Store N Flip",1,0,visible,"<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Diseño único que no hay tapa que perder</span></li>
 	<li><span class=""a-list-item"">Software de protección de contraseña disponible para descargar</span></li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Diseño único que no hay tapa que perder</span></li>
 	<li><span class=""a-list-item"">Software de protección de contraseña disponible para descargar</span></li>
 	<li><span class=""a-list-item"">Vida útil limitada</span></li>
 	<li><span class=""a-list-item"">Solo funciona con sistemas operativos Windows</span></li>
 	<li>32GB</li>
</ul>
<strong>MODELO: Store N Flip</strong>
<strong>CODIGO: V-70041 / V-70366</strong>",,,taxable,,1,3,,0,0,,,,,0,,,,Tecnología,"Pen drive",,https://smartpro.com.ar/wp-content/uploads/2021/05/Pendrive-Store-N-Flip.jpg,,,,,,,,,0,color,"Negro, Rojo",1,1
5434,variable,"45200 B - 45200 N","Mouse Gamer HP M150",1,0,visible,"<ul>
 	<li>Mouse de juego de nivel de entrada con cable</li>
 	<li>5 teclas + DPI</li>
 	<li>Hasta 2000 dpi</li>
 	<li>Mouse óptico</li>
 	<li>6 Botones</li>
 	<li>DPI ajustable: hasta 2000dpi</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Mouse de juego de nivel de entrada con cable</li>
 	<li>5 teclas + DPI</li>
 	<li>Hasta 2000 dpi</li>
 	<li>Mouse óptico</li>
 	<li>6 Botones</li>
 	<li>DPI ajustable: hasta 2000dpi</li>
 	<li>Sensor: Sunplus 168A</li>
 	<li>Diseño ergonómico</li>
 	<li>Diseñado para durar hasta 5 millones de click</li>
 	<li>Conexión USB</li>
 	<li>Longuitud del cable: 1.5M</li>
 	<li>Compatible con Sistemas Windows, MAC</li>
 	<li>Dimensiones 11,5 x 6,9 x 3,7 cm</li>
 	<li>Peso 80.5g</li>
</ul>
<strong>MODELO: M150</strong>
<strong>CODIGO: 45200 B - 45200 N</strong>",,,taxable,,1,3,,0,0,,,,,0,,,,Tecnología,"Mouse, mouse gamer",,https://smartpro.com.ar/wp-content/uploads/2021/05/Mouse-M150-B-N.jpg,,,,,,,,,0,color,"Blanco, Negro",1,1
5441,simple,45202N,"Mouse Gamer HP M270",1,0,visible,"<ul>
 	<li>Tipo: Alámbrico</li>
 	<li>Botones: 6</li>
 	<li>Sensor: Óptico</li>
 	<li>DPI Mínimo: 800</li>
 	<li>DPI Máximo: 2400</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Tipo: Alámbrico</li>
 	<li>Botones: 6</li>
 	<li>Sensor: Óptico</li>
 	<li>DPI Mínimo: 800</li>
 	<li>DPI Máximo: 2400</li>
 	<li>Retroiluminación: Sí</li>
 	<li>Largo del Cable: 1.6m</li>
 	<li>Tipo de Cable: Cable Engomado</li>
 	<li>Conexión: USB</li>
 	<li>Dimensiones: 130mm x 67mm x 35mm</li>
 	<li>Peso: 129g</li>
 	<li>Sistema de Pesas: No</li>
 	<li>Modelo: M270</li>
</ul>
<strong>MODELO: M270</strong>
<strong>CODIGO: 45202N</strong>",,,taxable,,1,3,,0,0,,,,,0,,,1500,Tecnología,"Mouse, mouse gamer",,https://smartpro.com.ar/wp-content/uploads/2021/05/Mouse-Gamer-M270.jpg,,,,,,,,,0,,,,
5442,simple,45205,"Mouse Gamer HP M260",1,0,visible,"<ul>
 	<li>CARACTERÍSTICAS
<ul>
 	<li>Gaming mouse óptico de alta calidad</li>
 	<li>Cableado con conexión USB</li>
 	<li>6 Botones</li>
 	<li>Retroiluminado</li>
 	<li>Rueda scroll con textura antideslizante</li>
 	<li>Diseño ergonómico</li>
</ul>
</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>CARACTERÍSTICAS
<ul>
 	<li>Gaming mouse óptico de alta calidad</li>
 	<li>Cableado con conexión USB</li>
 	<li>6 Botones</li>
 	<li>Retroiluminado</li>
 	<li>Rueda scroll con textura antideslizante</li>
 	<li>Diseño ergonómico</li>
</ul>
</li>
 	<li>ESPECIFICACIONES
<ul>
 	<li>DPI (Min/Max): 800, 1600, 2400, 3200, 4800, 6400</li>
 	<li>Largo del cable: 1.5mt</li>
 	<li>Dimensiones: 116,5 x 63,3 x 37,7 mm</li>
 	<li>Peso: 99g</li>
</ul>
</li>
</ul>
<strong>MODELO: M260</strong>
<strong>CODIGO: 45205</strong>",,,taxable,,1,3,,0,0,,,,,0,,,1300,Tecnología,"Mouse, mouse gamer",,https://smartpro.com.ar/wp-content/uploads/2021/05/Mouse-M260.jpg,,,,,,,,,0,,,,
5443,simple,45201,"Mouse Gamer HP G200",1,0,visible,"<ul>
 	<li>CARACTERÍSTICAS
<ul>
 	<li>Sensor óptimo Avago 3050</li>
 	<li>Switch Omron</li>
 	<li>Report Rate 500Hz</li>
 	<li>Cableado con conexión USB</li>
 	<li>6 Botones</li>
 	<li>Retroiluminado</li>
 	<li>Rueda scroll con textura antideslizante</li>
 	<li>Diseño ergonómico</li>
</ul>
</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>CARACTERÍSTICAS
<ul>
 	<li>Sensor óptimo Avago 3050</li>
 	<li>Switch Omron</li>
 	<li>Report Rate 500Hz</li>
 	<li>Cableado con conexión USB</li>
 	<li>6 Botones</li>
 	<li>Retroiluminado</li>
 	<li>Rueda scroll con textura antideslizante</li>
 	<li>Diseño ergonómico</li>
</ul>
</li>
</ul>
<ul>
 	<li>ESPECIFICACIONES
<ul>
 	<li>DPI (Min/Max): 500, 1000, 1500, 2000, 3000, 4000</li>
 	<li>Largo del cable: 1.8mt</li>
 	<li>Dimensiones: 130,5 x 81,5 x 43 mm</li>
 	<li>Peso: 153g</li>
</ul>
</li>
</ul>
<strong>MODELO: G200</strong>
<strong>CODIGO: 45201</strong>",,,taxable,,1,3,,0,0,,,,,0,,,3500,Tecnología,"Mouse, mouse gamer",,https://smartpro.com.ar/wp-content/uploads/2021/05/Mouse-Gamer-G200-.jpg,,,,,,,,,0,,,,
5444,simple,45204,"Mouse Gamer HP M160",1,0,visible,"<ul>
 	<li>Sensor óptico estable para un seguimiento preciso.</li>
 	<li>Diseño ergonómico para una comodidad duradera.</li>
 	<li>Iluminación LED incorporada.</li>
 	<li>Marca HP Modelo M160</li>
 	<li>Interfaz USB Tecnología de detección Óptico Resolución 1000 ppp</li>
 	<li>Botones 3 botones</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Sensor óptico estable para un seguimiento preciso.</li>
 	<li>Diseño ergonómico para una comodidad duradera.</li>
 	<li>Iluminación LED incorporada.</li>
 	<li>Marca HP Modelo M160</li>
 	<li>Interfaz USB Tecnología de detección Óptico Resolución 1000 ppp</li>
 	<li>Botones 3 botones</li>
 	<li>Longitud del cable 1,3 m</li>
 	<li>Requisitos del sistema OS Microsoft Windows XP / 7/8/10</li>
 	<li>Característica especial Luz RGB Dimensión (W x D x H): 6.40 x 3.70 x 11.85 cm</li>
 	<li>Velocidad (Hz): 120Hz máx.</li>
 	<li>Peso neto 0.11 KG</li>
 	<li>Dimensión del paquete (W x D x H): 9.00 x 5.00 x 13.40 cm</li>
 	<li>Peso bruto 0.13 KG</li>
</ul>
<strong>MODELO: M160</strong>
<strong>CODIGO: 45204</strong>",,,taxable,,1,3,,0,0,,,,,0,,,900,Tecnología,"Mouse, mouse gamer",,https://smartpro.com.ar/wp-content/uploads/2021/05/Mouse-Gamer-M160.jpg,,,,,,,,,0,,,,
5445,variable,"45203B - 45203N","Mouse Gamer HP M100",1,0,visible,"<ul class=""ui-pdp-list__wrapper"">
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Tipo de mouse</span>: Gamer</p>
</li>
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Tipo de sensor</span>: Óptico</p>
</li>
</ul>
<ul class=""ui-pdp-list__wrapper"">
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Tecnología del sensor</span>: Hp Optico</p>
</li>
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Es inalámbrico USB</span>: No</p>
</li>
</ul>
<ul class=""ui-pdp-list__wrapper"">
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Con Bluetooth</span>: No</p>
</li>
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Con cable</span>: Sí</p>
</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul class=""ui-pdp-list__wrapper"">
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Tipo de mouse</span>: Gamer</p>
</li>
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Tipo de sensor</span>: Óptico</p>
</li>
</ul>
<ul class=""ui-pdp-list__wrapper"">
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Tecnología del sensor</span>: Hp Optico</p>
</li>
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Es inalámbrico USB</span>: No</p>
</li>
</ul>
<ul class=""ui-pdp-list__wrapper"">
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Con Bluetooth</span>: No</p>
</li>
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Con cable</span>: Sí</p>
</li>
</ul>
<ul class=""ui-pdp-list__wrapper"">
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Resolución del sensor</span>: 1600 dpi</p>
</li>
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Cantidad de botones</span>: 4</p>
</li>
</ul>
<ul class=""ui-pdp-list__wrapper"">
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Interfaces</span>: USB</p>
</li>
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Con cable retráctil</span>: No</p>
</li>
</ul>
<ul class=""ui-pdp-list__wrapper"">
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Incluye mousepad</span>: No</p>
</li>
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Con rueda de desplazamiento</span>: Sí</p>
</li>
</ul>
<ul class=""ui-pdp-list__wrapper"">
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Con interruptor de ahorro de energía</span>: No</p>
</li>
 	<li class=""ui-pdp-list__item"">
<p class=""ui-pdp-list__text""><span class=""ui-pdp-color--BLACK ui-pdp-size--XSMALL ui-pdp-family--BOLD"">Con luces</span>: Sí</p>
</li>
</ul>
<strong>MODELO: M100</strong>
<strong>CODIGO: 45203B - 45203N</strong>",,,taxable,,1,3,,0,0,,,,,0,,,,Tecnología,"Mouse, mouse gamer",,https://smartpro.com.ar/wp-content/uploads/2021/05/Mouse-Gamer-M100.jpg,,,,,,,,,0,color,"Blanco, Negro",1,1
5446,variable,"51615NE - 51615BL","Auriculares Philips SHL5005",1,0,visible,"<ul>
 	<li>Micrófono para llamadas con manos libres</li>
 	<li>Almohadillas suaves y confortables</li>
 	<li>Diseño plegable para guardarlos fácilmente</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Micrófono para llamadas con manos libres</li>
 	<li>Almohadillas suaves y confortables</li>
 	<li>Diseño plegable para guardarlos fácilmente</li>
 	<li>Banda sujetadora que se adapta a la cabeza</li>
 	<li>Cable de 1.2 m de largo| Drivers de 32mm</li>
</ul>
<strong>MODELO: SHL5005/00</strong>
<strong>CODIGO: 51615NE - 51615BL</strong>",,,taxable,,1,3,,0,0,,,,,0,,,,"Audio, Hogar, Tecnología, Tiempo Libre","audifono, Auriculares",,https://smartpro.com.ar/wp-content/uploads/2021/05/Auriculares-Philips-SHL5005-1.jpg,,,,,,,,,0,color,"Blanco, Negro",1,1
